applicant_id,gender,applicant_age,caste_category,annual_income,scheme_category,project_cost,requested_loan,promoter_contrib_pct,education_level,has_vocational_training,experience_years,has_clean_credit,has_valid_caste_cert,has_valid_income_cert,debt_to_income_ratio,approval_score,approved
APP_1443,Female,41,Safai Karamchari / Dependent,118800.0,education,252000.0,227000.0,10.0,Graduate,1,1,1,1,1,0.335,99.0,1
APP_1444,Female,27,SC,103000.0,micro_finance,91500.0,82400.0,10.0,Higher Secondary (12th),1,3,1,1,1,0.292,99.0,1
APP_1445,Female,54,ST,196300.0,sanitation,277000.0,249000.0,10.0,Secondary (10th),0,0,1,1,1,0.222,36.8,0
APP_1446,Male,39,SC,403200.0,term_loan,1549000.0,1394000.0,10.0,Higher Secondary (12th),0,0,1,1,1,0.802,57.1,1
APP_1447,Female,45,SC,263000.0,micro_finance,53900.0,51200.0,5.0,Higher Secondary (12th),1,2,1,1,1,0.071,99.0,1
APP_1448,Male,28,SC,170600.0,education,1509000.0,1358000.0,0.0,Higher Secondary (12th),0,3,0,1,1,1.395,13.2,0
APP_1449,Female,36,General,142100.0,sanitation,1419000.0,1391000.0,2.0,Higher Secondary (12th),1,0,0,1,1,1.716,5.0,0
APP_1450,Male,26,SC,166900.0,sanitation,685000.0,651000.0,5.0,No Formal Education,1,1,1,1,1,0.684,70.2,1
APP_1451,Male,42,SC,93300.0,green_energy,934000.0,794000.0,15.0,Graduate,1,16,1,1,1,1.492,72.5,1
APP_1452,Male,39,SC,136000.0,sanitation,1184000.0,1066000.0,10.0,Secondary (10th),0,1,1,1,1,1.374,63.1,1
APP_1453,Male,24,SC,264600.0,micro_finance,27500.0,24800.0,0.0,No Formal Education,0,1,0,1,1,0.034,51.4,1
APP_1454,Female,34,Safai Karamchari / Dependent,136400.0,micro_finance,65900.0,59300.0,10.0,Secondary (10th),1,0,1,1,1,0.159,99.0,1
APP_1455,Male,28,SC,568000.0,education,405000.0,364000.0,0.0,Higher Secondary (12th),1,2,0,1,0,0.112,15.5,0
APP_1456,Female,36,SC,169400.0,term_loan,3187000.0,2868000.0,20.0,Higher Secondary (12th),0,2,1,1,1,3.928,72.2,1
APP_1457,Female,23,SC,263200.0,term_loan,1061000.0,955000.0,15.0,Secondary (10th),0,3,1,1,1,0.842,61.8,1
APP_1458,Male,49,OBC,235200.0,micro_finance,83200.0,74900.0,5.0,Secondary (10th),1,2,0,1,1,0.116,14.1,0
APP_1459,Male,34,SC,207100.0,micro_finance,128400.0,115600.0,0.0,Secondary (10th),0,11,1,1,1,0.204,91.6,1
APP_1460,Female,38,SC,599800.0,education,1839000.0,1655000.0,10.0,Primary (1-8),0,0,1,1,1,0.484,33.4,0
APP_1461,Male,25,SC,79800.0,education,1304000.0,1174000.0,5.0,Primary (1-8),0,2,1,1,1,2.579,60.4,1
APP_1462,Female,27,SC,167200.0,sanitation,1635000.0,1553000.0,5.0,Higher Secondary (12th),1,3,1,1,1,1.628,81.2,1
APP_1463,Male,29,SC,261000.0,micro_finance,110300.0,99300.0,10.0,Higher Secondary (12th),1,0,1,1,1,0.139,95.0,1
APP_1464,Female,44,SC,72600.0,education,1203000.0,1083000.0,5.0,Secondary (10th),0,2,1,1,1,2.615,68.7,1
APP_1465,Female,27,SC,304700.0,green_energy,1402000.0,1262000.0,10.0,Secondary (10th),1,4,1,1,1,0.726,76.1,1
APP_1466,Male,35,OBC,280300.0,sanitation,1731000.0,1644000.0,5.0,Primary (1-8),0,5,1,1,1,1.028,5.0,0
APP_1467,Male,24,SC,141000.0,term_loan,2808000.0,2527000.0,10.0,Secondary (10th),1,1,1,1,1,4.158,57.6,1
APP_1468,Female,18,SC,128000.0,sanitation,467000.0,458000.0,2.0,Higher Secondary (12th),1,1,1,1,1,0.627,67.5,1
APP_1469,Male,53,Safai Karamchari / Dependent,265500.0,sanitation,347000.0,312000.0,10.0,Higher Secondary (12th),0,2,1,1,1,0.206,99.0,1
APP_1470,Female,33,SC,555500.0,term_loan,3702000.0,3332000.0,15.0,Higher Secondary (12th),0,16,1,1,1,1.392,17.2,0
APP_1471,Female,30,SC,299000.0,micro_finance,51000.0,48400.0,5.0,Primary (1-8),1,9,0,1,1,0.059,82.3,1
APP_1472,Female,34,SC,207400.0,green_energy,293000.0,264000.0,10.0,Higher Secondary (12th),1,1,1,1,1,0.223,99.0,1
APP_1473,Female,39,SC,60200.0,green_energy,201000.0,181000.0,10.0,Primary (1-8),0,1,0,1,1,0.527,61.0,1
APP_1474,Female,32,SC,254900.0,green_energy,245000.0,233000.0,5.0,No Formal Education,0,0,1,1,1,0.16,99.0,1
APP_1475,Female,24,SC,299300.0,education,1646000.0,1481000.0,5.0,Secondary (10th),0,12,1,1,1,0.867,74.6,1
APP_1476,Female,43,SC,105800.0,term_loan,2829000.0,2546000.0,5.0,Higher Secondary (12th),1,0,1,1,1,5.583,72.4,1
APP_1477,Female,56,SC,395400.0,term_loan,1647000.0,1482000.0,15.0,Secondary (10th),0,5,1,1,1,0.87,66.5,1
APP_1478,Male,34,SC,253700.0,education,1695000.0,1526000.0,5.0,Graduate,1,1,1,1,1,1.054,55.4,1
APP_1479,Female,30,SC,173100.0,micro_finance,130200.0,123700.0,0.0,Primary (1-8),0,0,1,1,1,0.261,93.0,1
APP_1480,Female,34,SC,256300.0,micro_finance,32800.0,29500.0,10.0,Secondary (10th),0,11,1,1,1,0.042,99.0,1
APP_1481,Female,18,OBC,93000.0,green_energy,1279000.0,1215000.0,5.0,Higher Secondary (12th),0,2,1,1,1,2.29,5.0,0
APP_1482,Female,25,SC,118500.0,green_energy,936000.0,889000.0,5.0,No Formal Education,0,3,1,1,1,1.315,67.3,1
APP_1483,Female,38,SC,582700.0,green_energy,952000.0,857000.0,10.0,Secondary (10th),0,3,1,1,1,0.258,46.6,0
APP_1484,Male,32,SC,544200.0,education,171000.0,154000.0,0.0,Higher Secondary (12th),0,0,1,1,1,0.05,42.5,0
APP_1485,Female,28,SC,187200.0,green_energy,279000.0,251000.0,10.0,Graduate,1,0,1,1,1,0.235,99.0,1
APP_1486,Female,28,SC,224500.0,term_loan,3879000.0,3491000.0,20.0,Secondary (10th),1,4,0,1,1,3.608,38.5,0
APP_1487,Female,34,SC,242000.0,term_loan,317000.0,285000.0,5.0,Graduate,1,19,1,1,1,0.273,99.0,1
APP_1488,Male,37,SC,107700.0,term_loan,2756000.0,2480000.0,15.0,Primary (1-8),1,1,1,1,1,5.342,68.0,1
APP_1489,Female,38,SC,176300.0,term_loan,3578000.0,3220000.0,10.0,Primary (1-8),0,1,1,1,1,4.237,74.4,1
APP_1490,Male,21,OBC,90500.0,term_loan,2815000.0,2534000.0,5.0,Primary (1-8),1,1,1,1,1,6.496,5.0,0
APP_1491,Male,44,SC,213100.0,term_loan,2504000.0,2254000.0,10.0,Secondary (10th),0,4,1,1,1,2.454,58.4,1
APP_1492,Male,28,Safai Karamchari / Dependent,235200.0,term_loan,2984000.0,2686000.0,10.0,Primary (1-8),0,0,1,1,0,2.649,5.0,0
APP_1493,Male,41,SC,297900.0,sanitation,1494000.0,1345000.0,10.0,No Formal Education,0,0,1,1,1,0.791,51.0,1
APP_1494,Male,20,SC,226400.0,green_energy,699000.0,664000.0,5.0,Primary (1-8),1,0,1,1,1,0.514,92.9,1
APP_1495,Female,25,SC,200100.0,education,2443000.0,2199000.0,5.0,Higher Secondary (12th),0,2,1,1,1,1.926,67.8,1
APP_1496,Male,44,SC,152400.0,green_energy,1083000.0,921000.0,15.0,No Formal Education,0,0,1,1,1,1.059,54.2,1
APP_1497,Male,23,SC,594300.0,term_loan,361000.0,325000.0,15.0,Graduate,1,1,1,1,1,0.127,46.8,0
APP_1498,Male,32,Safai Karamchari / Dependent,245700.0,term_loan,683000.0,615000.0,15.0,Primary (1-8),1,1,1,1,1,0.581,99.0,1
APP_1499,Male,26,Safai Karamchari / Dependent,275500.0,term_loan,2089000.0,1880000.0,20.0,Primary (1-8),1,5,1,1,1,1.583,63.6,1
APP_1500,Female,27,SC,275900.0,micro_finance,74200.0,70500.0,5.0,Higher Secondary (12th),0,4,1,1,1,0.093,99.0,1
APP_1501,Female,19,SC,290000.0,green_energy,254000.0,241000.0,5.0,Primary (1-8),0,6,1,1,1,0.146,99.0,1
APP_1502,Female,53,OBC,91700.0,micro_finance,61600.0,55400.0,10.0,Higher Secondary (12th),1,3,1,1,1,0.221,52.0,0
APP_1503,Male,36,SC,215100.0,sanitation,720000.0,648000.0,10.0,Higher Secondary (12th),0,3,1,1,1,0.528,94.0,1
APP_1504,Female,34,SC,293000.0,education,1943000.0,1749000.0,0.0,Primary (1-8),1,0,0,1,1,1.046,26.2,0
APP_1505,Female,34,OBC,226300.0,sanitation,1366000.0,1339000.0,2.0,Primary (1-8),1,3,0,1,1,1.037,5.0,0
APP_1506,Female,30,SC,136100.0,education,912000.0,821000.0,5.0,Secondary (10th),0,0,1,1,1,1.057,63.9,1
APP_1507,Male,26,OBC,362400.0,green_energy,1460000.0,1241000.0,15.0,Post Graduate / Professional,1,1,1,1,1,0.6,38.5,0
APP_1508,Male,44,Safai Karamchari / Dependent,281400.0,sanitation,744000.0,729000.0,2.0,Higher Secondary (12th),0,3,1,1,1,0.454,89.7,1
APP_1509,Male,29,SC,138300.0,green_energy,971000.0,922000.0,5.0,Secondary (10th),1,0,0,1,1,1.169,24.8,0
APP_1510,Male,44,SC,690300.0,sanitation,849000.0,807000.0,5.0,Secondary (10th),0,1,0,1,1,0.205,8.6,0
APP_1511,Male,39,SC,62900.0,term_loan,1478000.0,1330000.0,15.0,Post Graduate / Professional,1,1,1,1,1,4.905,68.6,1
APP_1512,Male,31,SC,292900.0,green_energy,722000.0,650000.0,10.0,Primary (1-8),0,3,1,1,1,0.389,98.7,1
APP_1513,Other,39,SC,602400.0,sanitation,268000.0,255000.0,5.0,Higher Secondary (12th),1,2,1,1,1,0.074,58.1,0
APP_1514,Female,28,Safai Karamchari / Dependent,177700.0,term_loan,3318000.0,2986000.0,15.0,Graduate,1,13,1,1,1,3.898,87.6,1
APP_1515,Female,47,SC,212800.0,micro_finance,34900.0,33200.0,5.0,Secondary (10th),0,4,1,1,1,0.057,99.0,1
APP_1516,Male,38,OBC,146800.0,education,1243000.0,1119000.0,5.0,Graduate,1,0,1,1,1,1.336,7.4,0
APP_1517,Male,39,SC,199600.0,sanitation,378000.0,359000.0,5.0,Graduate,1,0,1,1,1,0.315,99.0,1
APP_1518,Female,24,SC,78400.0,education,549000.0,494000.0,10.0,Primary (1-8),1,2,1,1,1,1.105,65.2,1
APP_1519,Female,39,SC,188300.0,education,931000.0,838000.0,0.0,No Formal Education,0,0,1,1,1,0.78,58.7,1
APP_1520,Female,32,SC,105200.0,term_loan,3604000.0,3244000.0,5.0,Secondary (10th),0,7,1,1,1,7.154,66.6,1
APP_1521,Female,21,SC,273500.0,education,1526000.0,1373000.0,5.0,Primary (1-8),1,5,1,1,1,0.88,79.6,1
APP_1522,Male,32,SC,295500.0,term_loan,1785000.0,1606000.0,5.0,No Formal Education,0,4,1,1,1,1.261,61.4,1
APP_1523,Male,44,SC,317300.0,sanitation,673000.0,660000.0,2.0,Higher Secondary (12th),0,4,0,1,1,0.365,5.0,0
APP_1524,Male,39,SC,239100.0,term_loan,1218000.0,1096000.0,15.0,Secondary (10th),0,0,1,1,1,1.063,60.9,1
APP_1525,Female,36,SC,112100.0,micro_finance,43000.0,40800.0,5.0,Primary (1-8),0,9,1,1,1,0.133,99.0,1
APP_1526,Male,37,SC,104400.0,sanitation,1380000.0,1352000.0,2.0,Primary (1-8),1,5,1,1,1,2.27,58.7,1
APP_1527,Male,34,SC,184700.0,micro_finance,79500.0,71600.0,5.0,Higher Secondary (12th),0,6,1,1,1,0.142,92.5,1
APP_1528,Female,36,Safai Karamchari / Dependent,261900.0,education,627000.0,564000.0,5.0,Primary (1-8),0,3,1,1,1,0.378,99.0,1
APP_1529,Male,18,SC,221800.0,green_energy,1057000.0,951000.0,10.0,Secondary (10th),0,2,1,1,1,0.752,60.4,1
APP_1530,Male,40,Safai Karamchari / Dependent,367500.0,sanitation,791000.0,775000.0,2.0,Secondary (10th),0,3,0,1,1,0.37,14.9,0
APP_1531,Female,28,Safai Karamchari / Dependent,125500.0,green_energy,1216000.0,1034000.0,15.0,Graduate,1,2,1,1,0,1.444,30.4,0
APP_1532,Female,32,Safai Karamchari / Dependent,120200.0,sanitation,1045000.0,940000.0,10.0,Graduate,1,5,1,1,1,1.371,78.7,1
APP_1533,Male,36,SC,96700.0,micro_finance,94600.0,85100.0,0.0,Higher Secondary (12th),0,4,1,1,1,0.321,88.0,1
APP_1534,Male,23,SC,142500.0,education,2160000.0,1944000.0,10.0,No Formal Education,0,1,0,1,1,2.391,22.2,0
APP_1535,Female,36,SC,67900.0,green_energy,901000.0,811000.0,10.0,Graduate,1,0,1,1,1,2.094,77.3,1
APP_1536,Male,26,SC,189500.0,micro_finance,76400.0,68800.0,2.0,Secondary (10th),1,11,1,1,1,0.133,99.0,1
APP_1537,Female,20,SC,260900.0,education,924000.0,832000.0,10.0,Secondary (10th),0,0,1,1,1,0.559,87.5,1
APP_1538,Female,40,SC,116300.0,education,835000.0,752000.0,0.0,Graduate,1,19,1,1,1,1.134,68.1,1
APP_1539,Female,26,SC,183500.0,education,1099000.0,989000.0,0.0,Higher Secondary (12th),0,4,0,1,1,0.945,17.5,0
APP_1540,Female,36,SC,109400.0,sanitation,1044000.0,940000.0,10.0,Secondary (10th),0,1,1,1,1,1.506,67.7,1
APP_1541,Male,49,SC,71400.0,micro_finance,139500.0,125000.0,10.0,Graduate,1,0,0,1,1,0.639,23.2,0
APP_1542,Female,20,SC,174100.0,sanitation,499000.0,489000.0,2.0,Higher Secondary (12th),1,5,1,1,1,0.492,99.0,1
APP_1543,Female,35,SC,221200.0,term_loan,2258000.0,2032000.0,5.0,Higher Secondary (12th),0,2,1,1,1,2.131,63.8,1
APP_1544,Female,28,SC,264700.0,green_energy,1374000.0,1168000.0,15.0,Higher Secondary (12th),1,3,1,1,1,0.774,75.9,1
APP_1545,Male,50,SC,664500.0,education,1614000.0,1453000.0,5.0,Primary (1-8),1,3,1,1,1,0.383,61.4,0
APP_1546,Female,43,SC,258500.0,term_loan,1937000.0,1743000.0,20.0,Secondary (10th),0,1,1,1,1,1.564,66.0,1
APP_1547,Male,33,SC,685500.0,education,1256000.0,1130000.0,0.0,No Formal Education,0,0,1,1,1,0.289,41.6,0
APP_1548,Male,32,SC,458800.0,green_energy,1284000.0,1220000.0,5.0,Primary (1-8),0,5,1,1,1,0.466,87.7,1
APP_1549,Male,42,OBC,272300.0,sanitation,552000.0,541000.0,2.0,Higher Secondary (12th),1,2,1,1,1,0.348,45.4,0
APP_1550,Male,23,SC,111400.0,term_loan,1207000.0,1086000.0,20.0,Primary (1-8),0,1,1,1,0,2.262,5.0,0
APP_1551,Male,26,SC,126700.0,education,1978000.0,1780000.0,0.0,Secondary (10th),0,0,1,1,0,2.463,5.0,0
APP_1552,Female,47,Safai Karamchari / Dependent,73100.0,sanitation,1843000.0,1659000.0,10.0,Primary (1-8),0,20,1,1,1,3.978,79.2,1
APP_1553,Male,35,SC,61900.0,micro_finance,135300.0,121800.0,5.0,Secondary (10th),0,1,1,1,1,0.718,57.9,1
APP_1554,Male,44,SC,606700.0,term_loan,1714000.0,1543000.0,5.0,Primary (1-8),1,0,1,1,1,0.59,39.9,0
APP_1555,Male,44,ST,257900.0,education,1770000.0,1593000.0,10.0,No Formal Education,0,1,1,1,1,1.083,5.0,0
APP_1556,Male,50,SC,166400.0,micro_finance,96900.0,87200.0,0.0,Secondary (10th),0,0,1,1,1,0.191,97.7,1
APP_1557,Male,21,Safai Karamchari / Dependent,91200.0,sanitation,1229000.0,1168000.0,5.0,Higher Secondary (12th),1,0,1,1,1,2.245,64.1,1
APP_1558,Male,35,Safai Karamchari / Dependent,159500.0,sanitation,446000.0,424000.0,5.0,Graduate,1,1,1,1,1,0.466,91.2,1
APP_1559,Male,43,ST,379300.0,sanitation,1432000.0,1403000.0,2.0,No Formal Education,0,6,1,1,0,0.648,5.0,0
APP_1560,Male,38,SC,164400.0,term_loan,3692000.0,3323000.0,20.0,Graduate,1,2,1,1,0,4.689,9.3,0
APP_1561,Female,23,SC,265500.0,education,1532000.0,1379000.0,5.0,Higher Secondary (12th),1,0,1,1,1,0.911,69.7,1
APP_1562,Female,33,SC,199900.0,education,1646000.0,1481000.0,0.0,No Formal Education,1,2,1,1,1,1.299,78.9,1
APP_1563,Male,42,Safai Karamchari / Dependent,82900.0,green_energy,229000.0,206000.0,10.0,Graduate,1,0,1,1,1,0.436,99.0,1
APP_1564,Male,25,Safai Karamchari / Dependent,181100.0,sanitation,824000.0,783000.0,5.0,Higher Secondary (12th),1,4,0,1,1,0.758,41.5,0
APP_1565,Male,37,OBC,352800.0,term_loan,1372000.0,1235000.0,20.0,Primary (1-8),1,0,1,1,1,0.812,5.0,0
APP_1566,Male,33,ST,270500.0,education,1563000.0,1407000.0,5.0,Secondary (10th),0,1,1,1,1,0.912,5.0,0
APP_1567,Male,37,ST,165600.0,term_loan,877000.0,789000.0,5.0,Primary (1-8),1,1,1,1,1,1.105,5.0,0
APP_1568,Female,42,SC,176400.0,green_energy,816000.0,694000.0,15.0,Graduate,1,2,1,1,1,0.69,71.0,1
APP_1569,Male,29,Safai Karamchari / Dependent,219200.0,term_loan,968000.0,871000.0,5.0,Secondary (10th),0,0,1,1,1,0.922,62.9,1
APP_1570,Male,18,SC,223400.0,micro_finance,67300.0,60600.0,0.0,Graduate,1,1,1,1,1,0.099,99.0,1
APP_1571,Male,36,SC,139100.0,green_energy,209000.0,178000.0,15.0,Post Graduate / Professional,1,2,1,1,0,0.224,52.4,1
APP_1572,Female,19,ST,127900.0,sanitation,1616000.0,1454000.0,10.0,No Formal Education,0,4,1,1,1,1.993,5.4,0
APP_1573,Female,24,ST,247100.0,green_energy,535000.0,455000.0,15.0,Primary (1-8),1,2,1,1,1,0.323,57.8,0
APP_1574,Female,38,SC,183000.0,sanitation,1030000.0,978000.0,5.0,Secondary (10th),0,3,1,1,1,0.937,67.8,1
APP_1575,Female,26,SC,183200.0,sanitation,1949000.0,1754000.0,10.0,Primary (1-8),0,0,1,1,1,1.678,61.4,1
APP_1576,Female,27,SC,252400.0,sanitation,671000.0,658000.0,2.0,Higher Secondary (12th),1,6,1,1,1,0.457,95.9,1
APP_1577,Female,43,SC,162000.0,sanitation,280000.0,252000.0,10.0,Higher Secondary (12th),0,0,1,1,1,0.273,99.0,1
APP_1578,Female,37,SC,103700.0,micro_finance,67200.0,63800.0,0.0,Secondary (10th),0,0,1,1,1,0.225,99.0,1
APP_1579,Male,37,SC,648500.0,green_energy,403000.0,383000.0,5.0,No Formal Education,0,0,1,1,1,0.104,49.1,0
APP_1580,Female,24,SC,174500.0,micro_finance,103000.0,92700.0,10.0,Secondary (10th),0,0,1,1,0,0.194,33.4,0
APP_1581,Male,29,SC,105800.0,green_energy,1252000.0,1064000.0,15.0,Post Graduate / Professional,1,1,1,1,1,1.763,72.1,1
APP_1582,Male,39,ST,80700.0,green_energy,1189000.0,1130000.0,5.0,Secondary (10th),1,0,1,1,1,2.455,12.3,0
APP_1583,Female,46,ST,108300.0,green_energy,919000.0,827000.0,10.0,No Formal Education,1,2,1,1,0,1.339,5.0,0
APP_1584,Male,28,SC,129800.0,green_energy,808000.0,727000.0,10.0,Secondary (10th),0,0,0,1,1,0.982,16.0,0
APP_1585,Male,44,SC,135800.0,term_loan,395000.0,356000.0,20.0,Graduate,1,2,1,1,1,0.608,63.2,1
APP_1586,Female,36,SC,142500.0,green_energy,463000.0,440000.0,5.0,Secondary (10th),0,7,0,1,1,0.541,61.7,1
APP_1587,Female,30,SC,290400.0,green_energy,1275000.0,1084000.0,15.0,Higher Secondary (12th),1,2,1,1,1,0.654,77.6,1
APP_1588,Male,41,SC,205400.0,micro_finance,32100.0,28900.0,10.0,Graduate,1,2,1,1,0,0.051,51.6,1
APP_1589,Male,25,SC,258700.0,education,2245000.0,2020000.0,0.0,Graduate,1,3,1,1,1,1.369,62.0,1
APP_1590,Female,30,SC,71200.0,green_energy,1335000.0,1202000.0,10.0,Graduate,1,5,1,1,1,2.959,80.7,1
APP_1591,Male,18,SC,262000.0,micro_finance,33300.0,30000.0,0.0,Higher Secondary (12th),0,5,1,1,1,0.042,96.0,1
APP_1592,Female,50,SC,664400.0,sanitation,398000.0,378000.0,5.0,Higher Secondary (12th),0,5,1,1,1,0.1,58.4,0
APP_1593,Female,40,SC,165400.0,education,1086000.0,977000.0,0.0,Primary (1-8),0,2,1,1,1,1.035,62.0,1
APP_1594,Male,38,SC,118900.0,education,1903000.0,1713000.0,10.0,Secondary (10th),1,5,1,1,1,2.526,62.8,1
APP_1595,Male,41,SC,286500.0,green_energy,747000.0,710000.0,5.0,Higher Secondary (12th),0,8,1,1,1,0.434,87.9,1
APP_1596,Female,30,SC,281400.0,term_loan,731000.0,658000.0,5.0,Post Graduate / Professional,1,0,1,1,0,0.542,43.0,0
APP_1597,Female,36,SC,133000.0,green_energy,1153000.0,1038000.0,10.0,No Formal Education,1,0,1,1,1,1.368,73.8,1
APP_1598,Male,52,ST,208400.0,green_energy,747000.0,672000.0,10.0,Graduate,1,0,1,1,1,0.565,26.7,0
APP_1599,Male,35,SC,271200.0,micro_finance,82500.0,74200.0,5.0,Primary (1-8),0,2,1,1,1,0.1,99.0,1
APP_1600,Female,33,Safai Karamchari / Dependent,117900.0,micro_finance,112900.0,101600.0,10.0,Post Graduate / Professional,1,14,1,1,1,0.315,99.0,1
APP_1601,Female,44,Safai Karamchari / Dependent,479500.0,education,1465000.0,1318000.0,0.0,Secondary (10th),0,0,1,1,1,0.482,48.2,0
APP_1602,Male,32,SC,220100.0,sanitation,1649000.0,1484000.0,10.0,Higher Secondary (12th),0,0,1,1,1,1.182,59.9,1
APP_1603,Female,34,Safai Karamchari / Dependent,95200.0,sanitation,909000.0,864000.0,5.0,No Formal Education,1,2,0,1,1,1.591,46.7,1
APP_1604,Male,39,SC,246900.0,education,2190000.0,1971000.0,10.0,Secondary (10th),0,0,1,1,1,1.399,56.6,1
APP_1605,Male,26,SC,230700.0,green_energy,325000.0,276000.0,15.0,Secondary (10th),0,6,1,1,1,0.21,99.0,1
APP_1606,Male,35,SC,540600.0,term_loan,1723000.0,1551000.0,5.0,Secondary (10th),1,4,1,1,1,0.666,18.6,0
APP_1607,Female,31,SC,94100.0,education,1507000.0,1356000.0,0.0,Graduate,1,6,1,1,1,2.526,60.2,1
APP_1608,Female,18,SC,467000.0,micro_finance,88800.0,79900.0,10.0,Graduate,1,2,1,1,1,0.062,57.0,0
APP_1609,Male,29,SC,167800.0,term_loan,3485000.0,3136000.0,15.0,No Formal Education,0,0,1,1,1,4.336,60.0,1
APP_1610,Male,41,OBC,594400.0,education,1643000.0,1479000.0,0.0,Higher Secondary (12th),0,0,1,1,1,0.436,5.0,0
APP_1611,Male,28,SC,516700.0,micro_finance,110900.0,99800.0,2.0,Higher Secondary (12th),0,1,1,1,1,0.071,32.9,0
APP_1612,Female,48,SC,261300.0,micro_finance,89500.0,85000.0,0.0,Graduate,1,3,1,1,1,0.119,99.0,1
APP_1613,Female,20,SC,186700.0,micro_finance,65800.0,62500.0,0.0,Primary (1-8),1,6,1,1,1,0.122,99.0,1
APP_1614,Female,37,OBC,74100.0,micro_finance,135300.0,125000.0,2.0,No Formal Education,1,3,1,1,1,0.616,9.9,0
APP_1615,Female,37,OBC,320800.0,education,660000.0,594000.0,10.0,Secondary (10th),0,1,1,1,1,0.325,5.0,0
APP_1616,Female,29,SC,66900.0,micro_finance,96000.0,91200.0,0.0,Primary (1-8),0,0,1,1,1,0.498,89.0,1
APP_1617,Female,30,SC,212600.0,term_loan,933000.0,840000.0,10.0,Secondary (10th),0,6,1,1,1,0.917,70.6,1
APP_1618,Female,41,SC,259000.0,sanitation,650000.0,637000.0,2.0,No Formal Education,0,4,1,1,1,0.431,86.3,1
APP_1619,Other,18,Safai Karamchari / Dependent,261800.0,green_energy,530000.0,504000.0,5.0,Higher Secondary (12th),0,0,1,1,1,0.337,99.0,1
APP_1620,Male,38,General,384300.0,term_loan,2094000.0,1885000.0,15.0,Graduate,1,7,1,0,1,1.138,7.9,0
APP_1621,Female,40,General,170400.0,education,1531000.0,1378000.0,0.0,Graduate,1,3,0,1,1,1.418,5.0,0
APP_1622,Male,37,SC,581300.0,micro_finance,111500.0,100400.0,0.0,Higher Secondary (12th),0,3,1,1,1,0.063,38.8,0
APP_1623,Male,25,SC,258600.0,green_energy,633000.0,601000.0,5.0,Graduate,1,2,0,1,1,0.407,62.8,1
APP_1624,Female,43,SC,127500.0,term_loan,3697000.0,3327000.0,15.0,Primary (1-8),0,2,1,1,1,6.054,67.4,1
APP_1625,Male,36,SC,229000.0,green_energy,968000.0,920000.0,5.0,Primary (1-8),0,0,1,1,1,0.704,54.7,1
APP_1626,Female,29,SC,221300.0,green_energy,964000.0,916000.0,5.0,No Formal Education,1,4,1,1,1,0.726,74.5,1
APP_1627,Male,32,Safai Karamchari / Dependent,263400.0,term_loan,239000.0,215000.0,15.0,Higher Secondary (12th),0,6,1,1,1,0.189,99.0,1
APP_1628,Male,38,SC,157700.0,micro_finance,34600.0,31100.0,10.0,Secondary (10th),0,4,1,1,1,0.072,98.7,1
APP_1629,Male,41,SC,140300.0,green_energy,1338000.0,1271000.0,5.0,Post Graduate / Professional,1,1,1,1,1,1.588,59.4,1
APP_1630,Female,37,SC,83200.0,term_loan,1998000.0,1798000.0,5.0,Secondary (10th),0,0,1,1,1,5.014,72.2,1
APP_1631,Male,18,Safai Karamchari / Dependent,184700.0,term_loan,1061000.0,955000.0,5.0,Higher Secondary (12th),0,3,1,1,1,1.2,66.5,1
APP_1632,Male,24,ST,273600.0,micro_finance,103200.0,92900.0,2.0,No Formal Education,0,4,1,1,1,0.124,29.7,0
APP_1633,Male,37,SC,151500.0,micro_finance,31500.0,28400.0,10.0,Primary (1-8),0,3,1,1,1,0.068,99.0,1
APP_1634,Male,33,SC,285000.0,green_energy,1207000.0,1086000.0,10.0,Secondary (10th),0,5,1,1,1,0.668,59.2,1
APP_1635,Male,34,SC,213000.0,sanitation,587000.0,558000.0,5.0,Secondary (10th),0,18,1,1,1,0.459,87.7,1
APP_1636,Female,34,SC,601700.0,term_loan,1348000.0,1213000.0,10.0,Primary (1-8),1,0,1,1,1,0.468,50.8,0
APP_1637,Male,37,SC,256600.0,sanitation,1163000.0,1140000.0,2.0,Secondary (10th),1,0,1,1,1,0.779,62.8,1
APP_1638,Female,42,SC,172200.0,education,1756000.0,1580000.0,10.0,Secondary (10th),1,7,1,1,1,1.608,77.5,1
APP_1639,Male,39,ST,226400.0,micro_finance,76000.0,68400.0,2.0,Primary (1-8),0,1,0,1,1,0.11,8.4,0
APP_1640,Female,28,Safai Karamchari / Dependent,62400.0,term_loan,1528000.0,1375000.0,5.0,Primary (1-8),0,5,1,1,1,5.112,66.8,1
APP_1641,Female,41,SC,122900.0,micro_finance,40900.0,38900.0,2.0,Primary (1-8),1,2,1,1,1,0.116,99.0,1
APP_1642,Female,48,Safai Karamchari / Dependent,284700.0,term_loan,1325000.0,1192000.0,10.0,Secondary (10th),1,3,1,1,1,0.971,89.6,1
APP_1643,Male,24,ST,94700.0,sanitation,1856000.0,1819000.0,2.0,Primary (1-8),1,2,1,1,0,3.367,5.0,0
APP_1644,Male,31,Safai Karamchari / Dependent,265100.0,term_loan,1283000.0,1155000.0,10.0,Secondary (10th),1,2,1,1,1,1.011,70.8,1
APP_1645,Male,37,SC,173000.0,sanitation,1361000.0,1334000.0,2.0,Primary (1-8),1,3,0,1,1,1.352,27.7,0
